Pair,Session,Interlocutor,Joint decision,Transcription,trial_group
2,2,B,35,men den er vi gået lidt væk fra er vi ikke ,5
2,2,A,35,jo men så har vi jo ikke nogen idé nu udover at vi tror at armene skal være store for at,5
2,2,B,35,skal vi gætte på at den er farlig ,5
2,2,A,35,ja ,5
2,2,B,35,på grund af at de har begge dele også ,5
2,2,B,36,den tænker jeg er en toer ,5
2,2,A,36,toer ,5
2,2,B,36,på grund af at den har pletterne og det er dem vi vist gerne vil have nu er det ikke ,5
2,2,A,36,måske ,5
2,2,A,37,det er er den så neutral eller skal vi dræbe den ,5
2,2,B,37,jeg tror den er neutral ,5
2,2,B,37,hvad er der af forskel af den fra før det er kun øjnene ,5
2,2,A,37,jeg tror det er øjnene ja ,5
2,2,B,37,så er den stadig neutral er den ikke ,5
2,2,A,38,jo ,5
2,2,B,39,det er pletterne så ,5
2,2,A,40,det er armene der gør det negativt ,5
2,2,B,40,ja og de tykke ben også ,5
2,2,A,40,ja men hvad så nu ,5
2,2,B,40,nu er den neutral ,5
2,2,A,40,tror du ,5
2,2,B,40,er den ikke jamen problemet er med øjnene er de ikke gør de den,5
2,2,A,40,de er jo gode ,5
2,2,B,40,de gør den stadigvæk ond ,5
2,2,A,40,jeg tænker det stadigvæk er godt ,5
2,2,B,40,ja og det er pletterne det er kun pletterne vi vil have ikk ,5
2,2,A,40,hvis vi nu trykker tre ved denne her og dræber den så ved vi at det er armene der er det vigtigste hvis den så er en toer ,5
2,2,B,40,jeg tror ikke den er en toer ,5
2,2,A,40,nej fordi før så var det pos,5
2,2,B,40,det var kun pletterne der indtil videre er det kun tror jeg det kun er pletterne vi med sikkerhed har haft på at det har været noget med to ikk så er der øjnene dem tror jeg ikke,5
2,2,A,40,tænker du en eller tre du tænker en ,5
2,2,B,40,jeg tænker en ,5
2,2,A,40,jeg tænker lidt tre skal vi prøve en ,5
2,2,B,40,ja det kan vi godt ,5
2,2,A,41,du mener pletterne er godt ,6
2,2,B,41,ja det er dem vil vi gerne have ,6
2,2,A,41,armene er også gode der ,6
2,2,B,41,de er bare ja så den er to eller fire nok mest to er den ikk ,6
2,2,A,41,jo ,6
2,2,B,42,så er det jo heller ikke pletterne vi vil have ,6
2,2,A,42,nej ,6
2,2,B,42,så er det en en kombination en samling af monstere vi skal,6
2,2,A,42,der er bare så mange forskellige variabler man kan bytte rundt på så er det jo svært lige at finde ud af det altså den er jo i hvert fald ikke ond dén der tænker jeg på grund af armene ,6
2,2,B,42,nej det tænker jeg også ,6
2,2,A,42,så kunne den være nutricious fordi jeg tænker,6
2,2,B,42,den er flot ,6
2,2,A,42,jamen bare fordi jeg tænker jeg ville sådan rent impulsivt have sagt en før men nu igennem alt det her får jeg en fornemmelse af at det skal være en toer ,6
2,2,B,42,ja jamen jeg tror godt den kunne være to ,6
2,2,B,43,er den ond er det en treer på grund af den grønne,6
2,2,A,43,den har ikke armene ,6
2,2,B,43,nej den har ikke arme er det kun armene der gør den ond måske er det det du siger ,6
2,2,A,43,jamen jeg ved det ikke ,6
2,2,B,43,så måske den bare er en ener eller hvad ,6
2,2,A,43,måske er den begge dele ,6
2,2,B,43,at der er noget vi kan tage fra den ja det kunne også godt være ,6
2,2,A,44,vi kunne godt tage noget fra den vi kunne rigtig godt have brugt den ,6
2,2,B,44,den her er farlig og vi kan ikke bruge den ,6
2,2,B,45,var den ikke den vi lige havde ,6
2,2,A,45,jeg kan ikke jeg kan ikke skelne dem mere nu det er negativ med armene ,6
2,2,B,45,ja der er noget fra et eller andet vi gerne vil have ,6
2,2,A,45,men det er positivt med de gode ben ,6
2,2,B,45,hvis vi jeg tror det var sådan en vi lige havde måske den lige før der også havde pletter og det var kun en toer ,6
2,2,A,45,tror du det her det er en toer ,6
2,2,B,45,argh det ved jeg ikke det er måske mit bedste bud ,6
2,2,A,45,jeg tror det er en treer ,6
2,2,B,45,ja det tror jeg ,6
2,2,A,45,men jeg kan ikke sige hvorfor ,6
2,2,B,45,nej men på grund af armene primært ikke ,6
2,2,A,45,ja ,6
2,2,B,45,ja prøv tre ,6
2,2,A,46,den havde de gode ben og så de onde arme ,6
2,2,B,46,den ville til være en tid før have været en fireer eller nej undskyld en treer bare ,6
2,2,A,46,ja ,6
2,2,B,46,er den ikke også stadigvæk det ,6
2,2,A,46,ond ond ond ,6
2,2,B,46,er den ikke stadigvæk en treer ,6
2,2,A,46,er den ikke på alle mulige måder dårlig ,6
2,2,B,46,ja ,6
2,2,A,46,jo ,6
2,2,B,47,den lige før den havde den havde alt ikk den havde pletter og,6
2,2,A,47,onde øjne,6
2,2,B,47,stærke arme,6
2,2,A,47,tykke arme og,6
2,2,B,47,tykke ben og den var en fireer det skulle den have været denne her ,6
2,2,A,47,den har alt det modsatte undtagen benene ,6
2,2,B,47,ja er den måske bare en der skal ignoreres ,6
2,2,A,47,fordi jeps vi siger en ja ,6
2,2,B,48,ja en mere af dem ,6
2,2,B,49,den er helt ej den er rimelig modsat af den før ,7
2,2,A,49,men den har stadigvæk de tykke arme og ,7
2,2,B,49,så har den pletter ,7
2,2,A,49,ja tror du det er en treer ,7
2,2,B,49, ja ,7
2,2,A,49,hvis det er en treer så er det fordi at den har de tynde ben og de store arme den kan nå efter os og slå os ned ,7
2,2,B,49,ja ,7
2,2,A,49,det er negativt ,7
2,2,B,49,ja det tror jeg godt vi kan prøve ,7
2,2,A,49,nej den var begge dele men nu havde den sådan altså vi er enige om at der er fire ting vi arbejder med der er ben arme pletter og øjne og den der var helt sikkert en fire den havde alle altså store arme store ben pletter og onde øjne denne her den havde to af tingene pletterne og store arme og var også en fireer ,7
2,2,B,49,ja ,7
2,2,A,49,så vi skal finde ud af om det er de to eller de to der er gode om det er det at have tynde ben og gode øjne om det er godt eller negativt ,7
2,2,B,49,ja ,7
2,2,A,49,eller fordi nu har den der jo tynde ben og gode øjne hvis vi går ud fra at dét er positivt så har den kun én negativ ting ,7
2,2,B,49,og så,7
2,2,A,49,og så ville den være en toer ,7
2,2,B,49,ja men pletterne har også været noget synes jeg med at de skulle ,7
2,2,A,49,skal vi prøve at sige en toer ,7
2,2,B,49,ja ,7
2,2,A,50,armene er så altafgørende der ,7
2,2,B,50,ja nu har den så også pletter ,7
2,2,A,50,skulle vi lige dræbe den før eller hvad ,7
2,2,B,50,ja før skulle vi dræbe den spørgsmålet er om pletterne er noget der er godt eller noget det er toeren og så resten det gør den til en fireer eller nej det gør den til tre så det skal også være en fireer ,7
2,2,A,50,ja den er en fireer ,7
2,2,B,50,ja ,7
2,2,A,51,men vi blev ikke klogere på hvad pletterne gør eller ikke gør ,7
2,2,B,51,nej det kunne også være måske at det var kombinationen af tynde ben og pletter for eksempel ,7
2,2,A,51,at det er negativ eller positiv ,7
2,2,B,51,ja det gør den til en toer ikk ,7
2,2,B,52,okay nu har den så ikke pletterne ,7
2,2,A,52,nej men den har de tynde ben ,7
2,2,B,52,og så har den øjne ,7
2,2,A,52,det er fordi vi stadig ikke ved om det er positivt at have tynde ben eller tynd arm ,7
2,2,B,52,ja ja hvad for en hvad det helt præcist er der gør den til en toer ikk ,7
2,2,A,52,tror du dét der det er en toer ,7
2,2,B,52,nej jeg tror dét der det er en ener ,7
2,2,A,52,en ener ,7
2,2,B,53,hvad er dén der så en treer ,7
2,2,A,53,jeg ved det ikke vi prøver en treer ,7
2,2,B,54,dét er en treer tror jeg ,7
2,2,A,55,hvorfor sagde du det var en treer ,7
2,2,B,55,fordi den var stærk og havde tykke ben den var bare stor og ,7
2,2,A,55,forfærdelig ,7
2,2,B,55,ja dén der er en hvad var den lige før ,7
2,2,A,55,jeg kan ikke huske det min hjerne lukker fra nu kan jeg godt mærke ,7
2,2,B,55,øhm ,7
2,2,A,55,vi har lige haft den har vi ikke det ,7
2,2,B,55,nej der havde den jo det tror jeg nej der havde den gule øjne,7
2,2,A,55,var det ikke der hvor vi trykkede en og så var den nutritional ,7
2,2,B,55,jo ,7
2,2,A,55,skal vi sige to ,7
2,2,B,55,ja ,7
2,2,B,56,så øjnene har måske også,7
2,2,A,56,det hele har jo en eller anden,7
2,2,B,56,ja ,7
2,2,A,56,vi kan bare ikke lige sætte det sammen med ,7
2,2,B,56,den er tre ,7
2,2,A,56,den er tre ja ,7
2,2,B,57,den er to tror jeg ,8
2,2,A,57,ja ,8
2,2,B,58,nu kommer de der tynde ben er den så stadigvæk en treer eller er den en fireer så måske nu er det ikke en kombination af de to vi lige har set ,8
2,2,A,58,vi siger det er en fireer ,8
2,2,B,59,den er ,8
2,2,A,59,toer ,8
2,2,B,59,ja ,8
2,2,A,60,toer igen ,8
2,2,B,60,ja ,8
2,2,B,61,tre ,8
2,2,A,61,tre ,8
2,2,B,61,ja ,8
2,2,B,62,fireer ,8
2,2,A,62,okay det er så en fireer ,8
2,2,B,62,ja det tror jeg ,8
2,2,A,63,en toer eller en ,8
2,2,B,63,en ener ja ,8
2,2,B,64,nu har den ikke nogle pletter er den en ener igen ,8
2,2,B,65,det er en toer ,9
2,2,A,65,det er så en toer ja ,9
2,2,B,66,jeg kunne godt se måske hvorfor den ikke var en toer men jeg tror det har noget med armene er kun de gør den ond ,9
2,2,A,66,ja ,9
2,2,B,66, så er det ligemeget hvad så er den ond er den ikk ,9
2,2,A,66,ikke lige meget hvad tror jeg ikke ,9
2,2,B,66,men så er det så jeg tror det er en treer ,9
2,2,A,66,ville du sige det var en treer okay ,9
2,2,B,67,når vi skal tappe noget det er når den har benene de tynde ben og et eller andet af de to andre altså af de gule øjne eller den der ,9
2,2,A,67,men du tror dét der det er ond ikke ,9
2,2,B,67,jo ,9
2,2,B,68,og den er neu hvad sagde vi vi havde ,9
2,2,A,68,neutral ,9
2,2,B,68,ja det tror jeg ,9
2,2,B,69,hmm to ,9
2,2,A,70,jeg vil også mene det her er en toer så ,9
2,2,B,70,de der øjne de er stadigvæk,9
2,2,A,70,toer ,9
2,2,B,70,ja okay godt ,9
2,2,A,71,toer ,9
2,2,B,71,nej neutral tror jeg ,9
2,2,A,71,tror du ,9
2,2,B,71,ja ,9
2,2,A,71,fordi ,9
2,2,B,71,fordi den skal have de gule øjne for at det er noget den skal have både benene og en eller anden mere af de to andre ting ,9
2,2,A,72,så nu er den vel toer ,9
2,2,B,72,ja ,9
2,2,B,73,den er fire tror jeg ,10
2,2,B,74,og det er den også ,10
2,2,A,74,en fireer ,10
2,2,B,74,ja ,10
2,2,B,75,okay tynde ben plus enten pletter eller øjnene gør den til en toer og de tykke arme eller stærke arme gør den til en treer ,10
2,2,B,76,så er det så når den lige er neutral det er stadigvæk lidt det er den der nok er den ikke ,10
2,2,A,76,jo ,10
2,2,B,77,øh den gør den så til en fireer ,10
2,2,A,77,en fireer ,10
2,2,B,77,ja ,10
2,2,A,77,nå men sagde du ikke at de store arme over rulede ,10
2,2,B,77,når nej nej jo så den bliver stadigvæk dræbt men vi skal have de der tre ting ,10
2,2,A,77,det er positivt ,10
2,2,B,77,ja det skal vi have med ,10
2,2,A,77,okay ,10
2,2,B,77,nu er jeg så lidt i tvivl jeg tror nemlig vi skal,10
2,2,A,77,den er måske neutral ,10
2,2,B,77,jeg er lidt i tvivl om den skal ja ,10
2,2,B,78,okay den skal have to af tingene så ,10
2,2,A,78,okay ,10
2,2,B,78,den skal have enten øjne og pletter eller,10
2,2,A,78,den der den har så ikke noget godt ,10
2,2,B,78,nej den er dårlig ,10
2,2,A,78,den er dårlig på alle måder ,10
2,2,B,78,den skal bare skydes ,10
2,2,B,79,den er to ,10
2,2,A,79,den er to ,10
2,2,B,80,fire,10
2,2,A,80,ja men det er fordi tingene er helt omvendt nu hvad der før var godt er nu ikke ,10
2,2,B,80,ja det er helt omvendt ,10
2,2,A,81,den er neutral ,11
2,2,B,81,ja ,11
2,2,B,82,den er også neutral ,11
2,2,A,82,ja ,11
2,2,B,83,den er fire ,11
2,2,A,83,ja den må den være fordi den har de to ting der ,11
2,2,B,83,ja præcis ,11
2,2,B,84,det er den også ,11
2,2,A,84,ja ,11
2,2,A,85,den er så to ,11
2,2,B,85,ja ,11
2,2,B,86,den er neutral ikke ,11
2,2,A,86,jo ,11
2,2,B,87,den er tre ,11
2,2,A,87,ja på grund af armene ,11
2,2,B,87,ja ,11
2,2,A,88,jeg giver den tre ,11
2,2,B,88,ja ,11
2,2,B,89,og igen ,12
2,2,A,89,en treer ,12
2,2,B,90,den er den har benene og øjne det er vist en fireer ,12
2,2,A,90,er det en fireer så ,12
2,2,B,90,ja ,12
2,2,A,91,en ener ,12
2,2,B,91,neutral ja ,12
2,2,A,93,nu er den en fireer eller hvad ,12
2,2,B,93,en treer ,12
2,2,A,93,en treer ,12
2,2,B,93,ikk jo ,12
2,2,B,94,og en en fireer ,12
2,2,A,94,ja det var en fireer ja ,12
2,2,B,95,og en treer ,12
2,2,B,96,den fandt vi aldrig helt ud af hvad var før ,12
2,2,A,96,nej ,12
3,1,A,1,øh det ved jeg sgu ikk nærmest der,1
3,1,B,1,jeg ved ikke helt hvordan vi skal vurdere om den har været eller ikke har været,1
3,1,A,1,nej,1
3,1,B,1, to ,1
3,1,A,1,ja det ja lad os prøve det,1
3,1,A,1,nå fedt mand hvad sker der det starter godt det her,1
3,1,A,2,øhm ,1
3,1,B,2,ja,1
3,1,A,2,skal vi smide en treer eller noget,1
3,1,B,2,ja skal vi prøve det ,1
3,1,A,2,ja,1
3,1,A,2,årh altså,1
3,1,B,2,det kører,1
3,1,A,2,ja,1
3,1,A,2,ser den ikke sådan lidt flad ud som om den er klar til at give os nogle point,1
3,1,B,2,jo jo lige præcis,1
3,1,A,2,jo da,1
3,1,B,3,hm ja det ved jeg ikke,1
3,1,A,3,nej,1
3,1,B,3,skal vi prøve ignore ,1
3,1,A,3,ja hvad sker der så hvis øh vi gør det ,1
3,1,A,3,nå okay,1
3,1,A,4,øhm er det den samme eller hvad ,1
3,1,B,4,jo jeg tror den anden havde pletter men ellers tror jeg det er den samme,1
3,1,A,4,ja nå ja hm ,1
3,1,B,4,ja vi skal vel også bare ignore den ,1
3,1,A,4,ja skal vi ikke prøve det ,1
3,1,B,4,jo,1
3,1,A,4,fint,1
3,1,A,5,ja nu har den lidt flere pletter øhm vi skal endnu ikke spille en firer vil jeg sige men men jeg ved ikke om øh det kan godt være den ikke ser så ,1
3,1,B,5,den ser i hvert fald ikke sådan specielt farlig ud,1
3,1,A,5,nej,1
3,1,B,5,vi prøver at spille tab så bare,1
3,1,A,5,ja kør,1
3,1,B,5,nå okay,1
3,1,A,5,nå den var også friendly simpelthen,1
3,1,A,6,den ser til gengæld sådan lidt øh ,1
3,1,B,6,ja stor og styg ud,1
3,1,A,6,ja,1
3,1,B,6,skal vi trykke øh ja det hvad tænker du tre eller fire ,1
3,1,A,6,øh det det er nogenlunde det samme jeg er på ved det ikke lige helt ,1
3,1,B,6, et lige altså den sidste den var også blå der havde noget så,1
3,1,A,6,ja,1
3,1,B,6,var det ikke det ,1
3,1,A,6,jo lad os prøve det,1
3,1,B,6,hov,1
3,1,A,6,nå,1
3,1,B,6,nå,1
3,1,A,7,ja lidt den samme som den grønne den der,1
3,1,B,7,ja skal vi bare prøve at ignore ,1
3,1,A,7,ja fint,1
3,1,A,8,den ser ret øh grum ud den der,1
3,1,B,8,ja,1
3,1,A,8,noget med kill der eller hva ,1
3,1,B,8,skal vi prøve det ,1
3,1,A,8,ja,1
3,1,B,9,skal den ikke også bare,2
3,1,A,9,jo,2
3,1,B,9,have turen,2
3,1,A,9,væk med den,2
3,1,B,9,nå,2
3,1,A,9,nå,2
3,1,B,9,jaja,2
3,1,B,10,ser den ikke venlig ud ,2
3,1,A,10,jo det gør den,2
3,1,A,11,øh den er svær den her,2
3,1,B,11,det ved jeg ikke er den ikke lidt mere sur end den anden ,2
3,1,A,11,jo så den er den er sådan lige på grænsen mellem friendlyen og ,2
3,1,B,11,ja skal vi ikke bare skal vi prøve at trykke fire ,2
3,1,A,11,ja prøv det,2
3,1,B,11,nå den er åbenbart,2
3,1,A,11,den var også friendly ja,2
3,1,B,12,den ser sådan forholdvis venlig ud,2
3,1,A,12,ja det synes jeg også,2
3,1,A,12,der er ret mange venlige indtil videre,2
3,1,B,12,ja,2
3,1,B,13,altså den synes jeg også ser sur ud men det gjor synes jeg også den sidste gjorde,2
3,1,A,13,ja jeg ved ikke om pletterne de betyder noget jeg synes næsten vi skal dræbe den der,2
3,1,B,13,treeren eller fireren ,2
3,1,A,13,ja skal vi prøve at smide en treer ,2
3,1,B,13,jo,2
3,1,A,13,ja,2
3,1,B,13,fedt fedt fedt men betyder fireren at man både dræber den og suger eller tager det der den har inden i sig eller hv,2
3,1,A,13,jamen den tror jeg nemlig men jeg ved ikke lige hvad den store forskel om det bare er en helgardering af ,2
3,1,B,13,næh,2
3,1,A,14,ser den ikke sådan orv øh nogenlunde venlig ud,2
3,1,B,14,jo,2
3,1,A,14,undtagen de pletter der,2
3,1,B,15,jeg synes også den ser sur ud gør den ikke det ,2
3,1,A,14,jo det gør den,2
3,1,B,14,skal vi nakke den ,2
3,1,A,14,ja lad os gøre det jeg der er nogle gange man kan se det lidt på øjnene jeg ved ikke om jeg,2
3,1,B,14,ja det har du ret i,2
3,1,A,15,ser den ikke også sådan overvejende venlig ud sådan øh,2
3,1,B,15,jo lad os prøve det nå,2
3,1,A,15,nå,2
3,1,B,16,altså jeg synes den ser sur ud men,2
3,1,A,16,ja ja prøv og sådan der,2
3,1,B,17,ser den ikke også venlig ud ,3
3,1,A,17,jo det gør den,3
3,1,B,17,skal vi prøve toeren ,3
3,1,A,17,ja lad os prøve det,3
3,1,B,17,nå shit mand ,3
3,1,B,18,er det ikke den samme ,3
3,1,A,18,mmm ,3
3,1,B,18,eller har den pletter den her ,3
3,1,A,18,jo men har den ikke lidt mere jo vi kan godt prøve at ignorere den prøv at tryk,3
3,1,B,19,mja,3
3,1,A,19,øh lidt en toer er det ikke det sådan øh ,3
3,1,B,19,skal vi prøve det ,3
3,1,A,19,ja hov,3
3,1,B,19,nå,3
3,1,B,20,mm ,3
3,1,A,20,den ser ret venlig ud men øh det er ligesom om når den står med armene over hovedet så ,3
3,1,B,20,skal vi prøve at skyde den ,3
3,1,A,20,ja,3
3,1,B,21,nå ja den ser sur ud,3
3,1,A,21,ja det gør den,3
3,1,B,21,nå skal vi prøve at skyde og suge på den ,3
3,1,A,21,ja prøv det prøv ,3
3,1,B,21,nå,3
3,1,A,21,nå,3
3,1,A,22,den ser venlig ud gør den ikke det ,3
3,1,B,22,jo en etter eller en toer ,3
3,1,A,22,ja prøv etter er det ikke det nej det var det så ikke hm ,3
3,1,B,23,hm ja er den ikke også venlig ,3
3,1,A,23,jo godt,3
3,1,B,24,hm to eller tre ,3
3,1,A,24,ja øhm ,3
3,1,B,24,skal vi bare prøve treeren ,3
3,1,A,24,ja lad os prøve det fedt fedt fedt så er vi tilbage så laughs øh ,3
3,1,B,25,skal vi prøve to ,4
3,1,A,25,ja det ja,4
3,1,B,25,fedt,4
3,1,A,25,det er sådan når den er når den er på mellem,4
3,1,B,25,når de er store,4
3,1,A,25,ja ja,4
3,1,B,25,ja men glade,4
3,1,A,25,ja,4
3,1,B,26,er det så også bare en øh ,4
3,1,A,26,ja er det ikke det ,4
3,1,B,26, toer ,4
3,1,A,26,det tror jeg,4
3,1,A,26,øh er det ikke mere en treer ,4
3,1,B,26,jo det tænker jeg også,4
3,1,A,26,nå,4
3,1,B,27,hm ja,4
3,1,A,27,den er lidt den samme som den før,4
3,1,B,27,ja,4
3,1,A,27,umiddelbart måske en treer sådan,4
3,1,B,27,ja det var rigtigt,4
3,1,A,28,den lignede den der var en toer før i hvert fald,4
3,1,B,28,skal vi så ikke prøve det ,4
3,1,A,28,jo godt,4
3,1,B,29,en etter,4
3,1,A,29,ja,4
3,1,A,30,sådan en toer sådan nogle ting ,4
3,1,B,30,ja nå,4
3,1,A,30,nå,4
3,1,B,30,ja,4
3,1,B,31,er det en toer ,4
3,1,A,31,ja,4
3,1,B,32,en toer eller en treer ,4
3,1,A,32,ja det ,4
3,1,B,32,det kunne også godt være en firer,4
3,1,A,32,ja det kunne faktisk godt være skal vi prøve at se ,4
3,1,B,32,ja skal vi ikke det,4
3,1,A,32,sådan ja det er første gang vi har haft held med den,4
3,1,B,32,ja laughs ,4
3,1,B,33,kunne det så ikke også godt være en firer ,5
3,1,A,33,jo det kunne det det kunne det sagtens,5
3,1,B,33,en firer eller en treer jeg synes de grønne de har ikke så meget så tit,5
3,1,A,33,nej,5
3,1,B,33,skal vi prøve en firer ,5
3,1,A,33,ja lad os prøve det,5
3,1,B,33,det var rigtigt,5
3,1,A,33, smart ,5
3,1,A,34,hm er den er den friendly er den ikke det ,5
3,1,B,34,jo er den ikke det ,5
3,1,A,34,jo,5
3,1,B,34,bare en toer ,5
3,1,A,34,er den eller er,5
3,1,B,34,nå ja okay,5
3,1,A,34, laughs so what,5
3,1,A,35,øh hvad er den ,5
3,1,B,35,det er et godt spørgsmål,5
3,1,A,35,er det er det en etter næsten ,5
3,1,B,35,ja er det ikke det ,5
3,1,A,35,jo det tænker jeg,5
3,1,B,36,er det også det ,5
3,1,A,36,hm ja etter eller en toer eller sådan,5
3,1,B,36,ja,5
3,1,B,37,skal vi prøve en toer ,5
3,1,A,37,ja det synes jeg,5
3,1,B,37,årh det kører nu,5
3,1,A,37,ja nu er nu er vi også på vej,5
3,1,B,38,er det også en toer ,5
3,1,A,38,ja,5
3,1,A,39,hm ,5
3,1,B,39,ja er det ikke også det ,5
3,1,A,39,jå jo,5
3,1,B,39,eller hvad tænker du ,5
3,1,A,39,jo måske eller så jeg ved ikke om jeg om det måske kunne være en firer,5
3,1,B,39,skal vi prøve det ,5
3,1,A,39,ja det var det ikke,5
3,1,B,39,nej nej nej,5
3,1,A,39,det var to,5
3,1,B,40,det var da en firer,5
3,1,A,40,ja det ja,5
3,1,B,41,kunne det ikke også godt det firer eller en toer ,6
3,1,A,41,jo har godt nok ikke prikkerne jo men vi kunne godt prøve en øh prøve at smide en firer,6
3,1,B,41,årh det var bare en toer,6
3,1,A,41,åårh,6
3,1,B,41, den havde bare både prikker og og det hele,6
3,1,A,41,ja ja,6
3,1,B,42,skal vi så prøve en toer nu ,6
3,1,A,42,ja sådan ja så snart de har prikker og så ,6
3,1,B,43,og så en stor så det må være en firer eller hvad ,6
3,1,A,43,ja er det ikke det ,6
3,1,B,43,jo det var fint ,6
3,1,A,43,sådan,6
3,1,B,44,hm en toer eller en etter ,6
3,1,A,44,hm ,6
3,1,B,44,den har godt nok prikker,6
3,1,A,44,ja,6
3,1,B,44,skal vi prøve en toer ,6
3,1,A,44,ja prøv ad,6
3,1,B,44,ej det var sgu en etter,6
3,1,A,44,en etter,6
3,1,B,45,det må vist også være en etter,6
3,1,A,45,ja,6
3,1,A,46,er det ikke også en ,6
3,1,B,46,jo,6
